"age.min";"age.max";"code_dep";"year";"all";"male";"female"
35;39;"86";2012;27901;13820;14081
35;39;"80";2012;39284;19536;19748
35;39;"82";2012;16960;8471;8489
35;39;"53";2012;20420;10437;9983
35;39;"47";2012;20595;10115;10480
35;39;"70";2012;16696;8468;8228
35;39;"56";2012;48621;24272;24349
35;39;"87";2012;24796;12139;12657
35;39;"81";2012;24366;12025;12341
35;39;"83";2012;64850;31319;33531
35;39;"54";2012;49026;24587;24439
35;39;"48";2012;5179;2612;2567
35;39;"71";2012;35359;17531;17828
35;39;"57";2012;71691;36051;35640
35;39;"88";2012;24691;12453;12238
35;39;"90";2012;9882;5115;4767
35;39;"84";2012;35576;17447;18129
35;39;"78";2012;104426;51906;52520
35;39;"41";2012;21805;10823;10982
35;39;"64";2012;43741;21668;22073
35;39;"58";2012;12711;6324;6387
35;39;"89";2012;22396;11050;11346
35;39;"91";2012;89336;44022;45314
35;39;"93";2012;114374;57279;57095
35;39;"27";2012;42303;21022;21281
35;39;"42";2012;49044;24596;24448
35;39;"65";2012;14315;7121;7194
35;39;"59";2012;178362;89020;89342
35;39;"02";2012;36557;18235;18322
35;39;"92";2012;129196;64062;65134
35;39;"94";2012;100425;49601;50824
35;39;"28";2012;30350;15212;15138
35;39;"72";2012;38465;19152;19313
35;39;"66";2012;29109;13975;15134
35;39;"60";2012;59224;29460;29764
35;39;"03";2012;21449;10772;10677
35;39;"33";2012;104058;51609;52449
35;39;"95";2012;84181;41403;42778
35;39;"29";2012;60664;31111;29553
35;39;"21";2012;35113;17484;17629
35;39;"16";2012;22466;11061;11405
35;39;"10";2012;19968;9938;10030
35;39;"04";2012;10116;4886;5230
35;39;"34";2012;68863;33783;35080
35;39;"971";2012;29401;12372;17029
35;39;"30";2012;47156;22867;24289
35;39;"22";2012;38446;19274;19172
35;39;"01";2012;44938;22355;22583
35;39;"11";2012;23295;11420;11875
35;39;"05";2012;9038;4569;4469
35;39;"35";2012;70506;35652;34854
35;39;"972";2012;27580;11585;15995
35;39;"31";2012;90520;45478;45042
35;39;"23";2012;7217;3690;3527
35;39;"18";2012;19994;9991;10003
35;39;"12";2012;17469;8726;8743
35;39;"06";2012;71372;34614;36758
35;39;"36";2012;14572;7342;7230
35;39;"973";2012;16742;7877;8865
35;39;"32";2012;11786;5767;6019
35;39;"17";2012;39500;19627;19873
35;39;"19";2012;15265;7677;7588
35;39;"13";2012;134688;65905;68783
35;39;"07";2012;20852;10405;10447
35;39;"09";2012;9803;4822;4981
35;39;"974";2012;60586;28029;32557
35;39;"08";2012;19164;9636;9528
35;39;"25";2012;36089;18252;17837
35;39;"2A";2012;9981;4746;5235
35;39;"14";2012;45360;22595;22765
35;39;"26";2012;32419;15962;16457
35;39;"2B";2012;11449;5692;5757
35;39;"15";2012;9432;4705;4727
35;39;"24";2012;25165;12461;12704
40;44;"73";2012;30535;15255;15280
40;44;"86";2012;27707;13449;14258
40;44;"49";2012;52048;26056;25992
40;44;"85";2012;42013;21140;20873
40;44;"79";2012;25219;12642;12577
40;44;"50";2012;33513;16848;16665
40;44;"75";2012;154892;77059;77833
40;44;"67";2012;80688;40562;40126
40;44;"61";2012;19230;9720;9510
40;44;"55";2012;13041;6557;6484
40;44;"57";2012;74819;37467;37352
40;44;"80";2012;39023;19594;19429
40;44;"74";2012;58041;28992;29049
40;44;"45";2012;44700;22370;22330
40;44;"01";2012;46098;23296;22802
40;44;"91";2012;89130;44035;45095
40;44;"56";2012;49298;25074;24224
40;44;"87";2012;24623;12295;12328
40;44;"81";2012;25776;12749;13027
40;44;"52";2012;12295;6257;6038
40;44;"46";2012;11448;5649;5799
40;44;"02";2012;36489;18163;18326
40;44;"92";2012;115856;55944;59912
40;44;"94";2012;94702;46274;48428
40;44;"88";2012;26076;13113;12963
40;44;"51";2012;38599;18996;19603
40;44;"76";2012;83439;40969;42470
40;44;"68";2012;56283;28275;28008
40;44;"62";2012;97969;48924;49045
40;44;"93";2012;106997;53101;53896
40;44;"58";2012;13592;6719;6873
40;44;"89";2012;23274;11620;11654
40;44;"83";2012;68724;33111;35613
40;44;"77";2012;99267;48834;50433
40;44;"69";2012;115390;57067;58323
40;44;"63";2012;43027;21537;21490
40;44;"65";2012;15335;7522;7813
40;44;"59";2012;170314;84418;85896
40;44;"82";2012;16831;8415;8416
40;44;"53";2012;20801;10607;10194
40;44;"47";2012;22170;10843;11327
40;44;"03";2012;22797;11460;11337
40;44;"64";2012;46274;22936;23338
40;44;"95";2012;83270;40246;43024
40;44;"60";2012;59098;29584;29514
40;44;"974";2012;67780;32311;35469
40;44;"54";2012;48019;23501;24518
40;44;"48";2012;5150;2696;2454
40;44;"04";2012;11246;5486;5760
40;44;"06";2012;75312;36206;39106
40;44;"971";2012;32077;13848;18229
40;44;"90";2012;9807;5045;4762
40;44;"84";2012;38493;18630;19863
40;44;"78";2012;103452;50737;52715
40;44;"70";2012;16689;8585;8104
40;44;"05";2012;9801;4916;4885
40;44;"66";2012;30273;14546;15727
40;44;"972";2012;32091;14036;18055
40;44;"39";2012;18672;9369;9303
40;44;"33";2012;101617;49654;51963
40;44;"27";2012;42179;21102;21077
40;44;"71";2012;37769;18759;19010
40;44;"21";2012;35060;17294;17766
40;44;"08";2012;19951;9972;9979
40;44;"973";2012;15065;7415;7650
40;44;"40";2012;27650;13937;13713
40;44;"34";2012;70594;34155;36439
40;44;"28";2012;29940;15022;14918
40;44;"72";2012;38344;19227;19117
40;44;"07";2012;22487;11330;11157
40;44;"09";2012;10321;5099;5222
40;44;"11";2012;24357;11960;12397
40;44;"41";2012;22775;11450;11325
40;44;"35";2012;68763;34428;34335
40;44;"29";2012;60431;30426;30005
40;44;"31";2012;88804;44295;44509
40;44;"16";2012;24066;12010;12056
40;44;"10";2012;20351;10220;10131
40;44;"12";2012;18771;9540;9231
40;44;"42";2012;49006;24585;24421
40;44;"36";2012;15711;7814;7897
40;44;"30";2012;50262;24445;25817
40;44;"22";2012;38945;19538;19407
40;44;"17";2012;40715;19950;20765
40;44;"19";2012;16086;8054;8032
40;44;"13";2012;137941;66558;71383
40;44;"43";2012;15866;8158;7708
40;44;"37";2012;40101;19793;20308
40;44;"14";2012;45143;22521;22622
40;44;"23";2012;7873;4028;3845
40;44;"18";2012;20821;10270;10551
40;44;"2A";2012;10784;5197;5587
40;44;"24";2012;27349;13410;13939
40;44;"44";2012;88795;44180;44615
40;44;"38";2012;86485;43182;43303
40;44;"32";2012;12920;6417;6503
40;44;"26";2012;34714;17113;17601
40;44;"2B";2012;12005;5983;6022
40;44;"15";2012;10039;5161;4878
40;44;"25";2012;36126;18157;17969
45;49;"55";2012;13698;7024;6674
45;49;"79";2012;26344;13188;13156
45;49;"50";2012;35512;18059;17453
45;49;"57";2012;79686;39383;40303
45;49;"74";2012;55084;27316;27768
45;49;"76";2012;85053;41736;43317
45;49;"78";2012;102809;50211;52598
45;49;"49";2012;52478;25855;26623
45;49;"56";2012;50620;25337;25283
45;49;"58";2012;14824;7277;7547
45;49;"73";2012;30225;15161;15064
45;49;"75";2012;145302;69708;75594
45;49;"77";2012;95710;47511;48199
45;49;"87";2012;25357;12495;12862
45;49;"81";2012;26372;12975;13397
45;49;"52";2012;13322;6605;6717
45;49;"59";2012;169633;83073;86560
45;49;"61";2012;19943;9915;10028
45;49;"92";2012;106783;50722;56061
45;49;"86";2012;28191;14004;14187
45;49;"80";2012;38092;18949;19143
45;49;"51";2012;38515;19148;19367
45;49;"45";2012;44197;21660;22537
45;49;"60";2012;58091;29178;28913
45;49;"91";2012;87956;43277;44679
45;49;"85";2012;43116;21498;21618
45;49;"27";2012;41406;20587;20819
45;49;"89";2012;23404;11636;11768
45;49;"83";2012;70008;33499;36509
45;49;"67";2012;80977;40131;40846
45;49;"02";2012;37959;18953;19006
45;49;"63";2012;43555;21449;22106
45;49;"94";2012;94301;45570;48731
45;49;"88";2012;27161;13415;13746
45;49;"82";2012;17391;8619;8772
45;49;"53";2012;20726;10391;10335
45;49;"01";2012;44103;22259;21844
45;49;"62";2012;101036;50369;50667
45;49;"93";2012;104788;51432;53356
45;49;"95";2012;84629;40915;43714
45;49;"29";2012;62696;31484;31212
45;49;"31";2012;88152;43721;44431
45;49;"46";2012;12446;6122;6324
45;49;"69";2012;112676;54740;57936
45;49;"04";2012;11944;5771;6173
45;49;"65";2012;16549;7965;8584
45;49;"28";2012;29484;14750;14734
45;49;"90";2012;9827;4928;4899
45;49;"84";2012;38282;18519;19763
45;49;"68";2012;56435;28336;28099
45;49;"03";2012;23483;11700;11783
45;49;"64";2012;47532;23223;24309
45;49;"66";2012;30577;14830;15747
45;49;"972";2012;33120;15044;18076
45;49;"974";2012;62291;30352;31939
45;49;"54";2012;49784;24318;25466
45;49;"10";2012;21315;10468;10847
45;49;"71";2012;38790;19440;19350
45;49;"06";2012;76400;36585;39815
45;49;"971";2012;32798;15179;17619
45;49;"30";2012;50518;24435;26083
45;49;"32";2012;13773;6834;6939
45;49;"47";2012;23002;11168;11834
45;49;"70";2012;17034;8448;8586
45;49;"05";2012;10137;4935;5202
45;49;"07";2012;22437;11275;11162
45;49;"09";2012;11135;5513;5622
45;49;"39";2012;18334;9108;9226
45;49;"33";2012;98997;47816;51181
45;49;"48";2012;5463;2848;2615
45;49;"12";2012;19282;9823;9459
45;49;"14";2012;45508;22295;23213
45;49;"08";2012;20256;10211;10045
45;49;"973";2012;13280;6698;6582
45;49;"40";2012;27613;13816;13797
45;49;"34";2012;69801;33168;36633
45;49;"11";2012;24343;11930;12413
45;49;"72";2012;38491;19335;19156
45;49;"15";2012;10917;5545;5372
45;49;"17";2012;41234;19978;21256
45;49;"19";2012;17137;8588;8549
45;49;"41";2012;22380;11174;11206
45;49;"35";2012;66672;33326;33346
45;49;"37";2012;40018;19540;20478
45;49;"21";2012;36119;17848;18271
45;49;"16";2012;24993;12272;12721
45;49;"18";2012;22036;10975;11061
45;49;"2A";2012;11141;5384;5757
45;49;"42";2012;48849;23849;25000
45;49;"36";2012;16019;7971;8048
45;49;"13";2012;137445;65847;71598
45;49;"22";2012;39370;19702;19668
45;49;"24";2012;28934;14290;14644
45;49;"26";2012;34606;16887;17719
45;49;"2B";2012;12110;5949;6161
45;49;"43";2012;15532;7953;7579
45;49;"23";2012;8728;4343;4385
45;49;"25";2012;35097;17510;17587
45;49;"44";2012;87769;43452;44317
45;49;"38";2012;83945;41907;42038
50;54;"61";2012;20339;10167;10172
50;54;"55";2012;13745;6907;6838
50;54;"74";2012;48577;23774;24803
50;54;"76";2012;85367;41473;43894
50;54;"56";2012;50238;24796;25442
50;54;"79";2012;25735;12784;12951
50;54;"73";2012;28455;14283;14172
50;54;"75";2012;133530;63457;70073
50;54;"77";2012;89018;43804;45214
50;54;"87";2012;25311;12342;12969
50;54;"63";2012;43933;21457;22476
50;54;"57";2012;77260;37932;39328
50;54;"80";2012;37543;18131;19412
50;54;"82";2012;16436;8081;8355
50;54;"84";2012;36204;17121;19083
50;54;"78";2012;93433;44933;48500
50;54;"62";2012;100588;49587;51001
50;54;"64";2012;45368;22151;23217
50;54;"58";2012;16085;7800;8285
50;54;"81";2012;25669;12508;13161
50;54;"83";2012;67772;32891;34881
50;54;"85";2012;41876;21015;20861
50;54;"27";2012;40667;20002;20665
50;54;"89";2012;23661;11676;11985
50;54;"65";2012;16634;8018;8616
50;54;"59";2012;167330;81135;86195
50;54;"02";2012;37643;18671;18972
50;54;"92";2012;94431;43952;50479
50;54;"86";2012;29126;14383;14743
50;54;"88";2012;27298;13427;13871
50;54;"51";2012;37905;18156;19749
50;54;"66";2012;29101;13869;15232
50;54;"60";2012;54242;26407;27835
50;54;"91";2012;79464;39101;40363
50;54;"93";2012;96686;47003;49683
50;54;"95";2012;79041;37939;41102
50;54;"29";2012;62348;31126;31222
50;54;"52";2012;13117;6429;6688
50;54;"67";2012;76939;37954;38985
50;54;"69";2012;100980;48373;52607
50;54;"04";2012;11495;5650;5845
50;54;"94";2012;84760;40422;44338
50;54;"28";2012;29254;14267;14987
50;54;"90";2012;9600;4747;4853
50;54;"45";2012;42997;20817;22180
50;54;"01";2012;39879;19754;20125
50;54;"03";2012;24377;11836;12541
50;54;"33";2012;96477;46597;49880
50;54;"35";2012;62138;30784;31354
50;54;"972";2012;28690;13186;15504
50;54;"31";2012;78632;38591;40041
50;54;"16";2012;25610;12465;13145
50;54;"10";2012;20389;10050;10339
50;54;"71";2012;38872;19105;19767
50;54;"34";2012;65957;31086;34871
50;54;"971";2012;27579;13007;14572
50;54;"30";2012;48981;23419;25562
50;54;"53";2012;19868;10068;9800
50;54;"68";2012;53397;26400;26997
50;54;"70";2012;16926;8419;8507
50;54;"05";2012;10026;4959;5067
50;54;"07";2012;21604;10704;10900
50;54;"37";2012;39937;19554;20383
50;54;"974";2012;49960;24261;25699
50;54;"46";2012;12838;6231;6607
50;54;"18";2012;22026;10931;11095
50;54;"12";2012;19057;9556;9501
50;54;"06";2012;69413;33052;36361
50;54;"36";2012;16541;8329;8212
50;54;"973";2012;10545;5397;5148
50;54;"32";2012;13724;6669;7055
50;54;"17";2012;42623;20623;22000
50;54;"11";2012;23900;11465;12435
50;54;"72";2012;38072;18878;19194
50;54;"15";2012;10865;5522;5343
50;54;"09";2012;10860;5405;5455
50;54;"39";2012;17783;8877;8906
50;54;"54";2012;49035;23665;25370
50;54;"48";2012;5589;2895;2694
50;54;"2A";2012;10133;5090;5043
50;54;"14";2012;46343;22453;23890
50;54;"08";2012;19956;9970;9986
50;54;"38";2012;77542;38027;39515
50;54;"40";2012;26283;12913;13370
50;54;"47";2012;22539;10825;11714
50;54;"19";2012;17221;8557;8664
50;54;"13";2012;129280;61637;67643
50;54;"22";2012;40702;20323;20379
50;54;"24";2012;29875;14595;15280
50;54;"26";2012;33183;16411;16772
50;54;"41";2012;22250;10873;11377
50;54;"43";2012;15756;7953;7803
50;54;"50";2012;35090;17846;17244
50;54;"21";2012;35751;17577;18174
50;54;"23";2012;9216;4617;4599
50;54;"25";2012;33965;16448;17517
50;54;"42";2012;48538;23570;24968
50;54;"49";2012;50810;24979;25831
50;54;"2B";2012;11225;5683;5542
50;54;"44";2012;82403;40362;42041
55;59;"74";2012;45996;22469;23527
55;59;"85";2012;43151;21339;21812
55;59;"79";2012;25307;12555;12752
55;59;"73";2012;26983;13341;13642
55;59;"67";2012;72697;36508;36189
55;59;"61";2012;20825;10346;10479
55;59;"55";2012;14014;7069;6945
55;59;"75";2012;132033;61116;70917
55;59;"80";2012;38088;18718;19370
55;59;"82";2012;16469;8269;8200
55;59;"76";2012;82883;40088;42795
55;59;"86";2012;28989;14291;14698
55;59;"62";2012;98151;47845;50306
55;59;"56";2012;49880;24221;25659
55;59;"87";2012;26891;13118;13773
55;59;"81";2012;26223;12692;13531
55;59;"83";2012;66868;31622;35246
55;59;"77";2012;82587;40155;42432
55;59;"69";2012;97256;45802;51454
55;59;"63";2012;45198;22119;23079
55;59;"57";2012;72473;35926;36547
55;59;"88";2012;27212;13574;13638
55;59;"90";2012;9245;4449;4796
55;59;"84";2012;36313;17709;18604
55;59;"68";2012;51587;25730;25857
55;59;"70";2012;17113;8621;8492
55;59;"64";2012;45039;21726;23313
55;59;"58";2012;17411;8539;8872
55;59;"89";2012;24889;12344;12545
55;59;"91";2012;72547;35264;37283
55;59;"93";2012;89057;44120;44937
55;59;"27";2012;39515;19648;19867
55;59;"71";2012;40392;19901;20491
55;59;"65";2012;17005;8324;8681
55;59;"59";2012;160133;76680;83453
55;59;"02";2012;37778;18772;19006
55;59;"92";2012;88753;41432;47321
55;59;"78";2012;88805;42700;46105
55;59;"28";2012;29155;14456;14699
55;59;"72";2012;37451;18572;18879
55;59;"66";2012;29540;13828;15712
55;59;"60";2012;53773;26564;27209
55;59;"03";2012;25726;12507;13219
55;59;"33";2012;95051;45041;50010
55;59;"95";2012;73626;36170;37456
55;59;"29";2012;61044;30217;30827
55;59;"21";2012;35460;17290;18170
55;59;"16";2012;26227;12806;13421
55;59;"10";2012;21011;10322;10689
55;59;"04";2012;11337;5683;5654
55;59;"94";2012;79290;37488;41802
55;59;"971";2012;24015;10979;13036
55;59;"51";2012;38223;18296;19927
55;59;"45";2012;43095;21257;21838
55;59;"01";2012;37821;19009;18812
55;59;"39";2012;17592;8780;8812
55;59;"05";2012;9757;4889;4868
55;59;"35";2012;58686;28716;29970
55;59;"972";2012;24930;11376;13554
55;59;"52";2012;13328;6622;6706
55;59;"46";2012;13329;6592;6737
55;59;"18";2012;22585;10922;11663
55;59;"40";2012;27344;13311;14033
55;59;"34";2012;66396;31585;34811
55;59;"36";2012;17005;8518;8487
55;59;"30";2012;48472;23971;24501
55;59;"22";2012;41588;20389;21199
55;59;"17";2012;44991;21498;23493
55;59;"11";2012;24804;12202;12602
55;59;"41";2012;23482;11494;11988
55;59;"07";2012;22313;11054;11259
55;59;"37";2012;38912;18865;20047
55;59;"31";2012;74293;35811;38482
55;59;"23";2012;9585;4888;4697
55;59;"48";2012;5994;3195;2799
55;59;"12";2012;19783;9910;9873
55;59;"06";2012;68761;32448;36313
55;59;"08";2012;19761;9789;9972
55;59;"973";2012;8314;4207;4107
55;59;"53";2012;19760;9861;9899
55;59;"47";2012;23959;11772;12187
55;59;"19";2012;17716;8655;9061
55;59;"13";2012;126491;59707;66784
55;59;"43";2012;15649;8013;7636
55;59;"09";2012;11038;5655;5383
55;59;"974";2012;42397;20577;21820
55;59;"54";2012;48146;23476;24670
55;59;"25";2012;33187;16107;17080
55;59;"2A";2012;9711;4937;4774
55;59;"42";2012;49945;24305;25640
55;59;"44";2012;81696;39230;42466
55;59;"38";2012;74423;36323;38100
55;59;"32";2012;14252;7189;7063
55;59;"24";2012;31325;15310;16015
55;59;"49";2012;49586;24567;25019
55;59;"2B";2012;11451;5723;5728
55;59;"15";2012;11433;5833;5600
55;59;"50";2012;34396;17279;17117
55;59;"14";2012;47491;23293;24198
55;59;"26";2012;32326;15772;16554
60;64;"75";2012;125940;57852;68088
60;64;"85";2012;43850;21554;22296
60;64;"79";2012;23405;11507;11898
60;64;"73";2012;24887;12109;12778
60;64;"86";2012;25981;12798;13183
60;64;"80";2012;35102;17133;17969
60;64;"74";2012;42050;20353;21697
60;64;"92";2012;79176;37513;41663
60;64;"01";2012;34017;17061;16956
60;64;"91";2012;63779;31347;32432
60;64;"93";2012;69958;36078;33880
60;64;"87";2012;26285;12769;13516
60;64;"81";2012;25681;12412;13269
60;64;"83";2012;72466;34214;38252
60;64;"67";2012;58569;29203;29366
60;64;"02";2012;33246;16560;16686
60;64;"63";2012;42186;20489;21697
60;64;"94";2012;67180;32141;35039
60;64;"88";2012;25868;12880;12988
60;64;"82";2012;15103;7512;7591
60;64;"76";2012;74441;35698;38743
60;64;"68";2012;42162;21455;20707
60;64;"03";2012;24906;12229;12677
60;64;"64";2012;42169;20186;21983
60;64;"95";2012;59107;29058;30049
60;64;"89";2012;23749;11853;11896
60;64;"974";2012;31315;15588;15727
60;64;"77";2012;70322;35479;34843
60;64;"69";2012;91713;44361;47352
60;64;"04";2012;11677;5599;6078
60;64;"65";2012;16276;7901;8375
60;64;"971";2012;21626;9991;11635
60;64;"90";2012;8534;4326;4208
60;64;"84";2012;35121;17008;18113
60;64;"78";2012;78216;38585;39631
60;64;"70";2012;16210;8213;7997
60;64;"05";2012;9418;4746;4672
60;64;"66";2012;31807;14825;16982
60;64;"972";2012;21653;10057;11596
60;64;"39";2012;17332;8580;8752
60;64;"33";2012;88020;42025;45995
60;64;"27";2012;35857;17789;18068
60;64;"71";2012;38831;19019;19812
60;64;"06";2012;70090;32465;37625
60;64;"08";2012;17646;8810;8836
60;64;"973";2012;5615;2931;2684
60;64;"40";2012;27581;13256;14325
60;64;"34";2012;67344;31883;35461
60;64;"57";2012;58776;28889;29887
60;64;"72";2012;33895;16637;17258
60;64;"07";2012;22255;10865;11390
60;64;"09";2012;10677;5318;5359
60;64;"11";2012;25875;12484;13391
60;64;"41";2012;22177;10975;11202
60;64;"35";2012;53700;25536;28164
60;64;"58";2012;16907;8411;8496
60;64;"21";2012;32725;15845;16880
60;64;"16";2012;24273;11916;12357
60;64;"10";2012;19667;9763;9904
60;64;"12";2012;19408;9670;9738
60;64;"42";2012;48912;23920;24992
60;64;"28";2012;26425;13045;13380
60;64;"51";2012;34592;16960;17632
60;64;"45";2012;40228;19678;20550
60;64;"17";2012;47294;22749;24545
60;64;"19";2012;17408;8517;8891
60;64;"13";2012;118023;55909;62114
60;64;"43";2012;15395;7768;7627
60;64;"29";2012;58618;28113;30505
60;64;"52";2012;12514;6316;6198
60;64;"46";2012;13863;6910;6953
60;64;"18";2012;22667;11087;11580
60;64;"2A";2012;9044;4432;4612
60;64;"14";2012;42655;20450;22205
60;64;"36";2012;16663;8272;8391
60;64;"59";2012;142855;68207;74648
60;64;"22";2012;42302;20514;21788
60;64;"47";2012;23470;11355;12115
60;64;"49";2012;44823;21580;23243
60;64;"2B";2012;11079;5396;5683
60;64;"15";2012;10509;5265;5244
60;64;"37";2012;35973;17240;18733
60;64;"60";2012;46231;23312;22919
60;64;"23";2012;9786;4966;4820
60;64;"48";2012;5508;2827;2681
60;64;"50";2012;33527;16359;17168
60;64;"24";2012;32369;15781;16588
60;64;"44";2012;74585;35508;39077
60;64;"30";2012;47417;22787;24630
60;64;"53";2012;18111;8902;9209
60;64;"61";2012;20057;9883;10174
60;64;"26";2012;31248;15161;16087
60;64;"54";2012;43125;21112;22013
60;64;"25";2012;31687;15583;16104
60;64;"56";2012;50530;24463;26067
60;64;"31";2012;66855;31760;35095
60;64;"38";2012;67798;33174;34624
60;64;"55";2012;12432;6350;6082
60;64;"62";2012;86159;41223;44936
60;64;"32";2012;13568;6645;6923
65;69;"75";2012;85591;38167;47424
65;69;"76";2012;47666;22165;25501
65;69;"78";2012;51077;24900;26177
65;69;"79";2012;15925;7764;8161
65;69;"73";2012;17821;8500;9321
65;69;"77";2012;40866;19715;21151
65;69;"74";2012;29412;14149;15263
65;69;"92";2012;51499;23938;27561
65;69;"81";2012;17629;8341;9288
65;69;"91";2012;41963;19912;22051
65;69;"85";2012;29189;13989;15200
65;69;"87";2012;17282;8318;8964
65;69;"63";2012;27542;13157;14385
65;69;"86";2012;17433;8356;9077
65;69;"80";2012;21622;10368;11254
65;69;"02";2012;20140;9499;10641
65;69;"45";2012;26166;12652;13514
65;69;"01";2012;23499;11493;12006
65;69;"03";2012;17323;8211;9112
65;69;"93";2012;43810;22054;21756
65;69;"27";2012;22582;10777;11805
65;69;"89";2012;15288;7446;7842
65;69;"83";2012;59379;28243;31136
65;69;"67";2012;43649;21197;22452
65;69;"69";2012;66024;31446;34578
65;69;"04";2012;8782;4166;4616
65;69;"94";2012;44596;21159;23437
65;69;"88";2012;15481;7453;8028
65;69;"82";2012;11057;5303;5754
65;69;"84";2012;26376;12559;13817
65;69;"68";2012;30612;15129;15483
65;69;"70";2012;10518;5197;5321
65;69;"64";2012;31133;14376;16757
65;69;"95";2012;35344;17346;17998
65;69;"29";2012;37729;17478;20251
65;69;"31";2012;45251;21475;23776
65;69;"46";2012;9795;4783;5012
65;69;"10";2012;12695;6112;6583
65;69;"71";2012;27125;13059;14066
65;69;"65";2012;11910;5603;6307
65;69;"28";2012;16336;7897;8439
65;69;"90";2012;5339;2606;2733
65;69;"32";2012;10011;4897;5114
65;69;"47";2012;17424;8350;9074
65;69;"11";2012;18493;8982;9511
65;69;"05";2012;6943;3390;3553
65;69;"66";2012;23792;11340;12452
65;69;"972";2012;16961;7816;9145
65;69;"974";2012;24247;11380;12867
65;69;"33";2012;57577;27075;30502
65;69;"48";2012;3776;1950;1826
65;69;"12";2012;14062;6751;7311
65;69;"06";2012;56888;26362;30526
65;69;"971";2012;16370;7342;9028
65;69;"30";2012;33883;16138;17745
65;69;"40";2012;19128;9280;9848
65;69;"34";2012;49131;23396;25735
65;69;"49";2012;29318;13650;15668
65;69;"72";2012;22922;10916;12006
65;69;"07";2012;15694;7592;8102
65;69;"09";2012;7605;3677;3928
65;69;"39";2012;12025;5902;6123
65;69;"41";2012;14795;6998;7797
65;69;"35";2012;34278;16107;18171
65;69;"50";2012;21461;10195;11266
65;69;"14";2012;26642;12335;14307
65;69;"08";2012;10657;5053;5604
65;69;"973";2012;3433;1740;1693
65;69;"2A";2012;8080;3908;4172
65;69;"42";2012;32432;15343;17089
65;69;"57";2012;41760;19789;21971
65;69;"13";2012;89336;42362;46974
65;69;"15";2012;7151;3417;3734
65;69;"17";2012;32956;15847;17109
65;69;"19";2012;12171;5760;6411
65;69;"2B";2012;8867;4399;4468
65;69;"43";2012;10077;4860;5217
65;69;"58";2012;11616;5496;6120
65;69;"21";2012;21057;10030;11027
65;69;"16";2012;16765;7973;8792
65;69;"18";2012;15238;7541;7697
65;69;"22";2012;28374;13483;14891
65;69;"24";2012;22399;10840;11559
65;69;"36";2012;11779;5560;6219
65;69;"51";2012;20665;9867;10798
65;69;"25";2012;21096;10141;10955
65;69;"37";2012;24845;11894;12951
65;69;"26";2012;22697;10752;11945
65;69;"23";2012;6361;3175;3186
65;69;"59";2012;80411;36618;43793
65;69;"53";2012;11755;5612;6143
65;69;"52";2012;8370;4006;4364
65;69;"44";2012;46665;21665;25000
65;69;"54";2012;26671;12480;14191
65;69;"56";2012;32527;15213;17314
65;69;"55";2012;7316;3510;3806
65;69;"60";2012;27392;13524;13868
65;69;"38";2012;48710;23749;24961
65;69;"61";2012;12768;6084;6684
65;69;"62";2012;48713;22267;26446
70;74;"74";2012;23728;10979;12749
70;74;"75";2012;68167;29155;39012
70;74;"77";2012;35840;16431;19409
70;74;"84";2012;22461;10188;12273
70;74;"73";2012;15736;7033;8703
70;74;"83";2012;50004;23171;26833
70;74;"76";2012;46942;19905;27037
70;74;"87";2012;17074;7681;9393
70;74;"92";2012;44266;19369;24897
70;74;"78";2012;44288;20465;23823
70;74;"82";2012;10174;4675;5499
70;74;"02";2012;20351;8848;11503
70;74;"79";2012;16585;7722;8863
70;74;"81";2012;18005;8267;9738
70;74;"85";2012;29883;13901;15982
70;74;"93";2012;38029;17317;20712
70;74;"27";2012;20519;9299;11220
70;74;"89";2012;15507;7228;8279
70;74;"91";2012;38013;17508;20505
70;74;"80";2012;21407;9330;12077
70;74;"69";2012;57255;25610;31645
70;74;"63";2012;26051;11886;14165
70;74;"86";2012;17740;8135;9605
70;74;"88";2012;17133;7683;9450
70;74;"51";2012;20436;8934;11502
70;74;"45";2012;24889;11497;13392
70;74;"01";2012;19813;9320;10493
70;74;"03";2012;17502;7702;9800
70;74;"33";2012;52073;23697;28376
70;74;"95";2012;31050;14323;16727
70;74;"29";2012;40761;17611;23150
70;74;"52";2012;8730;3987;4743
70;74;"16";2012;16465;7677;8788
70;74;"10";2012;12490;5550;6940
70;74;"04";2012;7968;3824;4144
70;74;"94";2012;38140;16461;21679
70;74;"28";2012;15732;7203;8529
70;74;"90";2012;5188;2320;2868
70;74;"53";2012;12926;5807;7119
70;74;"17";2012;31183;14341;16842
70;74;"70";2012;10289;4806;5483
70;74;"64";2012;30366;13766;16600
70;74;"35";2012;35888;16088;19800
70;74;"972";2012;15415;7038;8377
70;74;"31";2012;39909;17993;21916
70;74;"46";2012;9550;4596;4954
70;74;"18";2012;15131;6824;8307
70;74;"71";2012;26639;12086;14553
70;74;"34";2012;42028;19291;22737
70;74;"971";2012;13298;5914;7384
70;74;"30";2012;29266;13637;15629
70;74;"32";2012;9843;4719;5124
70;74;"47";2012;16633;7802;8831
70;74;"11";2012;16892;7655;9237
70;74;"05";2012;6282;2976;3306
70;74;"66";2012;22034;9972;12062
70;74;"37";2012;24261;10948;13313
70;74;"974";2012;18441;7912;10529
70;74;"54";2012;27820;12252;15568
70;74;"48";2012;3735;1765;1970
