"age.min";"age.max";"code_dep";"year";"all";"male";"female"
70;74;"12";2012;14794;6930;7864
70;74;"65";2012;11509;5145;6364
70;74;"36";2012;12102;5544;6558
70;74;"973";2012;2343;1083;1260
70;74;"40";2012;18525;8514;10011
70;74;"55";2012;7971;3626;4345
70;74;"19";2012;12784;5809;6975
70;74;"72";2012;23700;10602;13098
70;74;"07";2012;14454;6825;7629
70;74;"68";2012;28562;12955;15607
70;74;"39";2012;11047;5058;5989
70;74;"41";2012;15616;7197;8419
70;74;"56";2012;34138;15133;19005
70;74;"2A";2012;6820;3213;3607
70;74;"06";2012;50426;22391;28035
70;74;"67";2012;40043;18331;21712
70;74;"38";2012;41527;19239;22288
70;74;"15";2012;7963;3630;4333
70;74;"42";2012;32531;14579;17952
70;74;"49";2012;29418;13247;16171
70;74;"13";2012;76072;34309;41763
70;74;"43";2012;10529;4818;5711
70;74;"09";2012;7266;3331;3935
70;74;"26";2012;20223;9461;10762
70;74;"08";2012;11385;5059;6326
70;74;"25";2012;20358;9266;11092
70;74;"50";2012;24205;10886;13319
70;74;"14";2012;26764;11747;15017
70;74;"57";2012;42576;19040;23536
70;74;"2B";2012;7781;3753;4028
70;74;"22";2012;29803;13146;16657
70;74;"24";2012;22212;10392;11820
70;74;"21";2012;19841;8851;10990
70;74;"23";2012;6850;3109;3741
70;74;"59";2012;85670;36087;49583
70;74;"58";2012;12125;5556;6569
70;74;"44";2012;46190;20330;25860
70;74;"62";2012;53168;22032;31136
70;74;"61";2012;13832;6295;7537
70;74;"60";2012;25660;11698;13962
75;79;"75";2012;62127;24649;37478
75;79;"73";2012;14366;6251;8115
75;79;"82";2012;10046;4457;5589
75;79;"76";2012;44162;17270;26892
75;79;"84";2012;20786;8901;11885
75;79;"74";2012;20794;8703;12091
75;79;"77";2012;30571;12706;17865
75;79;"90";2012;5038;2120;2918
75;79;"79";2012;15949;6926;9023
75;79;"83";2012;46780;20543;26237
75;79;"80";2012;20036;8177;11859
75;79;"93";2012;35131;14627;20504
75;79;"27";2012;18802;7687;11115
75;79;"81";2012;17527;7692;9835
75;79;"91";2012;32823;14092;18731
75;79;"88";2012;15731;6291;9440
75;79;"02";2012;19829;7995;11834
75;79;"92";2012;43380;17165;26215
75;79;"78";2012;39176;16626;22550
75;79;"57";2012;37428;15417;22011
75;79;"85";2012;26790;11841;14949
75;79;"87";2012;17214;7392;9822
75;79;"89";2012;14262;5937;8325
75;79;"03";2012;17422;7181;10241
75;79;"33";2012;49401;20609;28792
75;79;"95";2012;27428;11208;16220
75;79;"58";2012;11391;4575;6816
75;79;"86";2012;16905;7370;9535
75;79;"16";2012;16194;6980;9214
75;79;"69";2012;55604;23130;32474
75;79;"63";2012;24198;9724;14474
75;79;"94";2012;36656;14424;22232
75;79;"28";2012;14762;6211;8551
75;79;"51";2012;19005;7700;11305
75;79;"45";2012;23414;9966;13448
75;79;"01";2012;18010;7878;10132
75;79;"39";2012;10724;4504;6220
75;79;"64";2012;29309;12452;16857
75;79;"35";2012;32874;13788;19086
75;79;"29";2012;37693;14623;23070
75;79;"21";2012;18586;7846;10740
75;79;"46";2012;9164;4051;5113
75;79;"10";2012;11650;4725;6925
75;79;"04";2012;6991;3151;3840
75;79;"34";2012;40178;17356;22822
75;79;"971";2012;10578;4505;6073
75;79;"59";2012;80384;30254;50130
75;79;"22";2012;27611;11277;16334
75;79;"17";2012;29082;12648;16434
75;79;"70";2012;9230;3866;5364
75;79;"05";2012;5393;2381;3012
75;79;"66";2012;21398;9336;12062
75;79;"972";2012;11423;4898;6525
75;79;"52";2012;7964;3317;4647
75;79;"23";2012;7111;3060;4051
75;79;"18";2012;14203;5987;8216
75;79;"40";2012;16894;7441;9453
75;79;"65";2012;11571;4913;6658
75;79;"36";2012;11908;5035;6873
75;79;"30";2012;27978;12307;15671
75;79;"53";2012;12702;5568;7134
75;79;"47";2012;15894;7031;8863
75;79;"11";2012;16553;7341;9212
75;79;"41";2012;14993;6503;8490
75;79;"07";2012;13391;5873;7518
75;79;"37";2012;22591;9708;12883
75;79;"60";2012;22483;9401;13082
75;79;"54";2012;26494;10769;15725
75;79;"48";2012;3406;1493;1913
75;79;"71";2012;25735;10817;14918
75;79;"06";2012;48708;20786;27922
75;79;"67";2012;35711;14690;21021
75;79;"973";2012;1726;752;974
75;79;"61";2012;13385;5756;7629
75;79;"24";2012;21712;9480;12232
75;79;"19";2012;12583;5310;7273
75;79;"72";2012;22238;9489;12749
75;79;"43";2012;9811;4012;5799
75;79;"68";2012;26403;10871;15532
75;79;"31";2012;37800;16087;21713
75;79;"62";2012;50033;18617;31416
75;79;"25";2012;18158;7693;10465
75;79;"12";2012;14612;6350;8262
75;79;"42";2012;30788;12559;18229
75;79;"08";2012;10741;4358;6383
75;79;"38";2012;38344;16314;22030
75;79;"32";2012;9737;4455;5282
75;79;"55";2012;7839;3203;4636
75;79;"49";2012;27369;11428;15941
75;79;"13";2012;71807;30114;41693
75;79;"15";2012;7807;3255;4552
75;79;"09";2012;7520;3330;4190
75;79;"974";2012;12549;5036;7513
75;79;"44";2012;41672;17027;24645
75;79;"56";2012;31111;12851;18260
75;79;"2A";2012;6324;2809;3515
75;79;"14";2012;25094;10065;15029
75;79;"26";2012;18272;7855;10417
75;79;"2B";2012;6661;2908;3753
75;79;"50";2012;23235;9673;13562
80;84;"88";2012;11950;4169;7781
80;84;"81";2012;15132;6033;9099
80;84;"86";2012;13500;5306;8194
80;84;"91";2012;22806;8596;14210
80;84;"82";2012;8158;3344;4814
80;84;"87";2012;14082;5334;8748
80;84;"89";2012;12019;4521;7498
80;84;"83";2012;35829;14067;21762
80;84;"85";2012;20616;7906;12710
80;84;"02";2012;15136;5516;9620
80;84;"92";2012;36440;12975;23465
80;84;"94";2012;28038;9785;18253
80;84;"971";2012;7355;2931;4424
80;84;"90";2012;3797;1347;2450
80;84;"84";2012;15636;6005;9631
80;84;"01";2012;13925;5408;8517
80;84;"03";2012;13915;5141;8774
80;84;"93";2012;24914;8987;15927
80;84;"95";2012;20304;7290;13014
80;84;"972";2012;8464;3461;5003
80;84;"974";2012;8243;2948;5295
80;84;"33";2012;40436;14689;25747
80;84;"27";2012;14099;5316;8783
80;84;"04";2012;5484;2146;3338
80;84;"06";2012;40008;15324;24684
80;84;"08";2012;7859;2827;5032
80;84;"973";2012;1052;433;619
80;84;"63";2012;19103;6673;12430
80;84;"34";2012;30709;12294;18415
80;84;"57";2012;26633;9618;17015
80;84;"05";2012;4371;1790;2581
80;84;"07";2012;11129;4295;6834
80;84;"09";2012;5900;2386;3514
80;84;"39";2012;8777;3422;5355
80;84;"64";2012;22546;8384;14162
80;84;"35";2012;25058;9464;15594
80;84;"58";2012;9129;3328;5801
80;84;"21";2012;15117;5628;9489
80;84;"75";2012;51887;18198;33689
80;84;"69";2012;42588;15781;26807
80;84;"40";2012;13065;5228;7837
80;84;"65";2012;9030;3342;5688
80;84;"28";2012;12136;4824;7312
80;84;"51";2012;14549;5208;9341
80;84;"45";2012;18342;7107;11235
80;84;"76";2012;34294;12318;21976
80;84;"70";2012;7321;2737;4584
80;84;"41";2012;11969;4723;7246
80;84;"66";2012;16600;6270;10330
80;84;"29";2012;29697;10258;19439
80;84;"52";2012;6207;2292;3915
80;84;"16";2012;12953;4996;7957
80;84;"10";2012;8627;3221;5406
80;84;"71";2012;20918;7857;13061
80;84;"42";2012;24620;8785;15835
80;84;"36";2012;9462;3714;5748
80;84;"59";2012;60107;19927;40180
80;84;"22";2012;22146;8093;14053
80;84;"17";2012;23297;9093;14204
80;84;"11";2012;13457;5408;8049
80;84;"72";2012;17518;6808;10710
80;84;"43";2012;7677;2793;4884
80;84;"37";2012;17778;6917;10861
80;84;"60";2012;16811;6111;10700
80;84;"46";2012;7406;2981;4425
80;84;"77";2012;22983;8541;14442
80;84;"12";2012;11861;4823;7038
80;84;"73";2012;11183;4354;6829
80;84;"67";2012;26505;9440;17065
80;84;"30";2012;21091;8271;12820
80;84;"53";2012;10215;4094;6121
80;84;"47";2012;12964;5207;7757
80;84;"78";2012;28258;11041;17217
80;84;"13";2012;55834;21276;34558
80;84;"74";2012;16186;6099;10087
80;84;"68";2012;19933;7111;12822
80;84;"31";2012;29642;11233;18409
80;84;"23";2012;6121;2331;3790
80;84;"18";2012;11068;4082;6986
80;84;"79";2012;12836;5333;7503
80;84;"14";2012;19288;6902;12386
80;84;"44";2012;32843;11598;21245
80;84;"38";2012;29361;11224;18137
80;84;"61";2012;10605;4118;6487
80;84;"24";2012;17342;6868;10474
80;84;"19";2012;10120;3870;6250
80;84;"80";2012;15499;5729;9770
80;84;"15";2012;6301;2448;3853
80;84;"2A";2012;4564;1854;2710
80;84;"55";2012;6109;2170;3939
80;84;"54";2012;20182;7276;12906
80;84;"48";2012;2824;1137;1687
80;84;"32";2012;7971;3374;4597
80;84;"50";2012;17823;6766;11057
80;84;"49";2012;22576;8705;13871
80;84;"2B";2012;4984;2025;2959
80;84;"25";2012;13684;5155;8529
80;84;"56";2012;23031;8058;14973
80;84;"62";2012;37565;12608;24957
80;84;"26";2012;14157;5498;8659
85;89;"86";2012;9348;3133;6215
85;89;"87";2012;9542;3160;6382
85;89;"81";2012;10357;3584;6773
85;89;"89";2012;8191;2726;5465
85;89;"85";2012;13232;4394;8838
85;89;"92";2012;24739;7520;17219
85;89;"63";2012;12460;3774;8686
85;89;"88";2012;7472;2154;5318
85;89;"28";2012;7934;2781;5153
85;89;"27";2012;8757;2728;6029
85;89;"45";2012;12277;4223;8054
85;89;"94";2012;18611;5811;12800
85;89;"91";2012;14228;4374;9854
85;89;"82";2012;5607;1924;3683
85;89;"95";2012;12539;3839;8700
85;89;"29";2012;18966;5384;13582
85;89;"83";2012;23817;7973;15844
85;89;"93";2012;14981;4462;10519
85;89;"02";2012;9328;2826;6502
85;89;"04";2012;3584;1166;2418
85;89;"65";2012;6020;1946;4074
85;89;"971";2012;4757;1844;2913
85;89;"90";2012;2385;672;1713
85;89;"84";2012;10506;3336;7170
85;89;"01";2012;9195;2952;6243
85;89;"03";2012;9515;3115;6400
85;89;"64";2012;15106;4772;10334
85;89;"66";2012;10731;3617;7114
85;89;"972";2012;5093;1785;3308
85;89;"31";2012;19771;6225;13546
85;89;"46";2012;5005;1689;3316
85;89;"10";2012;6172;1907;4265
85;89;"12";2012;8186;2929;5257
85;89;"06";2012;27455;9242;18213
85;89;"67";2012;16100;4661;11439
85;89;"30";2012;13903;4590;9313
85;89;"32";2012;5365;1979;3386
85;89;"47";2012;8835;3024;5811
85;89;"11";2012;9089;3062;6027
85;89;"05";2012;3247;1029;2218
85;89;"07";2012;7543;2462;5081
85;89;"68";2012;11551;3298;8253
85;89;"974";2012;4641;1438;3203
85;89;"33";2012;28527;9228;19299
85;89;"48";2012;1895;642;1253
85;89;"50";2012;11150;3538;7612
85;89;"14";2012;12879;3869;9010
85;89;"08";2012;4758;1446;3312
85;89;"973";2012;627;225;402
85;89;"40";2012;8559;2844;5715
85;89;"34";2012;20905;6999;13906
85;89;"49";2012;15074;5095;9979
85;89;"13";2012;36709;11745;24964
85;89;"15";2012;4192;1385;2807
85;89;"09";2012;4213;1508;2705
85;89;"39";2012;5833;2001;3832
85;89;"41";2012;8245;2863;5382
85;89;"35";2012;16754;5268;11486
85;89;"58";2012;6099;1993;4106
85;89;"21";2012;10186;3304;6882
85;89;"75";2012;36791;11314;25477
85;89;"69";2012;27275;8554;18721
85;89;"71";2012;13587;4570;9017
85;89;"42";2012;15801;4969;10832
85;89;"57";2012;14951;4612;10339
85;89;"51";2012;9611;2867;6744
85;89;"22";2012;13510;4044;9466
85;89;"76";2012;21465;6837;14628
85;89;"70";2012;4320;1353;2967
85;89;"72";2012;11663;4018;7645
85;89;"43";2012;5138;1648;3490
85;89;"37";2012;12164;4131;8033
85;89;"52";2012;3984;1192;2792
85;89;"16";2012;8818;2926;5892
85;89;"77";2012;14598;4472;10126
85;89;"79";2012;8713;3100;5613
85;89;"73";2012;7383;2247;5136
85;89;"36";2012;6356;2170;4186
85;89;"59";2012;36210;10032;26178
85;89;"53";2012;6832;2357;4475
85;89;"17";2012;15687;5348;10339
85;89;"78";2012;17919;5734;12185
85;89;"80";2012;9740;3170;6570
85;89;"74";2012;10059;3244;6815
85;89;"2A";2012;2503;876;1627
85;89;"60";2012;10264;3250;7014
85;89;"23";2012;4066;1405;2661
85;89;"18";2012;7311;2405;4906
85;89;"61";2012;6977;2237;4740
85;89;"24";2012;11631;3813;7818
85;89;"44";2012;21455;6476;14979
85;89;"38";2012;18276;5995;12281
85;89;"25";2012;8193;2711;5482
85;89;"56";2012;14466;4322;10144
85;89;"19";2012;7508;2467;5041
85;89;"2B";2012;3235;957;2278
85;89;"62";2012;22539;6613;15926
85;89;"55";2012;3787;1212;2575
85;89;"54";2012;12595;3793;8802
85;89;"26";2012;9440;3292;6148
90;94;"92";2012;6826;1745;5081
90;94;"87";2012;2390;680;1710
90;94;"27";2012;2109;491;1618
90;94;"81";2012;2279;672;1607
90;94;"93";2012;3943;1007;2936
90;94;"02";2012;1894;456;1438
90;94;"63";2012;2780;694;2086
90;94;"94";2012;4975;1451;3524
90;94;"88";2012;1795;436;1359
90;94;"51";2012;2180;402;1778
90;94;"95";2012;3354;842;2512
90;94;"89";2012;1909;472;1437
90;94;"91";2012;4111;1126;2985
90;94;"33";2012;7063;1783;5280
90;94;"69";2012;7273;1954;5319
90;94;"04";2012;1026;261;765
90;94;"34";2012;5460;1473;3987
90;94;"28";2012;2087;600;1487
90;94;"82";2012;1302;357;945
90;94;"45";2012;3164;834;2330
90;94;"01";2012;2226;568;1658
90;94;"03";2012;2310;588;1722
90;94;"64";2012;4394;1087;3307
90;94;"35";2012;3957;1029;2928
90;94;"29";2012;4374;915;3459
90;94;"52";2012;850;183;667
90;94;"16";2012;2156;550;1606
90;94;"10";2012;1632;457;1175
90;94;"71";2012;3317;895;2422
90;94;"65";2012;1771;455;1316
90;94;"971";2012;1940;605;1335
90;94;"90";2012;587;140;447
90;94;"53";2012;1573;387;1186
90;94;"17";2012;3914;1076;2838
90;94;"70";2012;972;234;738
90;94;"05";2012;858;227;631
90;94;"66";2012;2853;776;2077
90;94;"972";2012;2125;593;1532
90;94;"83";2012;6498;1795;4703
90;94;"46";2012;1057;294;763
90;94;"18";2012;1657;527;1130
90;94;"12";2012;1875;472;1403
90;94;"06";2012;8276;2059;6217
90;94;"36";2012;1563;446;1117
90;94;"30";2012;3484;963;2521
90;94;"84";2012;2734;728;2006
90;94;"47";2012;2132;527;1605
90;94;"11";2012;2202;625;1577
90;94;"72";2012;3194;895;2299
90;94;"07";2012;1808;425;1383
90;94;"37";2012;3297;958;2339
90;94;"31";2012;5332;1385;3947
90;94;"54";2012;2753;631;2122
90;94;"48";2012;513;188;325
90;94;"2A";2012;921;261;660
90;94;"73";2012;1868;490;1378
90;94;"67";2012;3833;905;2928
90;94;"973";2012;221;77;144
90;94;"32";2012;1280;405;875
90;94;"55";2012;815;194;621
90;94;"19";2012;1716;487;1229
90;94;"13";2012;9628;2365;7263
90;94;"74";2012;2659;707;1952
90;94;"68";2012;2347;558;1789
90;94;"974";2012;1523;350;1173
90;94;"85";2012;2989;803;2186
90;94;"56";2012;3384;787;2597
90;94;"50";2012;2629;653;1976
90;94;"14";2012;3252;738;2514
90;94;"08";2012;879;190;689
90;94;"38";2012;4477;1180;3297
90;94;"40";2012;2194;586;1608
90;94;"86";2012;2379;620;1759
90;94;"49";2012;3676;1033;2643
90;94;"2B";2012;1045;263;782
90;94;"15";2012;1071;276;795
90;94;"09";2012;937;241;696
90;94;"39";2012;1511;318;1193
90;94;"41";2012;1925;555;1370
90;94;"43";2012;1087;276;811
90;94;"58";2012;1617;399;1218
90;94;"21";2012;2804;684;2120
90;94;"75";2012;11295;2913;8382
90;94;"77";2012;3876;896;2980
90;94;"79";2012;2063;585;1478
90;94;"42";2012;3992;968;3024
90;94;"57";2012;3202;700;2502
90;94;"59";2012;6689;1431;5258
90;94;"22";2012;3327;765;2562
90;94;"76";2012;5561;1214;4347
90;94;"78";2012;5167;1141;4026
90;94;"80";2012;2162;539;1623
90;94;"25";2012;2151;623;1528
90;94;"61";2012;1617;445;1172
90;94;"60";2012;2435;651;1784
90;94;"23";2012;898;247;651
90;94;"62";2012;5006;1064;3942
90;94;"24";2012;2832;829;2003
90;94;"44";2012;5072;1094;3978
90;94;"26";2012;2298;671;1627
95;NA;"87";2012;1171;231;940
95;NA;"93";2012;2028;422;1606
95;NA;"02";2012;865;123;742
95;NA;"63";2012;1233;214;1019
95;NA;"57";2012;1173;209;964
95;NA;"33";2012;3560;616;2944
95;NA;"27";2012;1072;183;889
95;NA;"81";2012;1092;227;865
95;NA;"03";2012;1335;263;1072
95;NA;"75";2012;5800;1090;4710
95;NA;"69";2012;3831;664;3167
95;NA;"04";2012;453;126;327
95;NA;"94";2012;2685;602;2083
95;NA;"88";2012;840;149;691
95;NA;"51";2012;1141;173;968
95;NA;"45";2012;1650;332;1318
95;NA;"01";2012;1267;230;1037
95;NA;"39";2012;696;155;541
95;NA;"64";2012;2152;391;1761
95;NA;"95";2012;1504;288;1216
95;NA;"58";2012;740;120;620
95;NA;"21";2012;1585;255;1330
95;NA;"16";2012;1086;181;905
95;NA;"10";2012;845;137;708
95;NA;"40";2012;1166;130;1036
95;NA;"34";2012;2649;437;2212
95;NA;"28";2012;1022;231;791
95;NA;"82";2012;621;113;508
95;NA;"22";2012;1415;239;1176
95;NA;"76";2012;2330;410;1920
95;NA;"70";2012;521;69;452
95;NA;"05";2012;356;61;295
95;NA;"35";2012;1782;292;1490
95;NA;"89";2012;913;172;741
95;NA;"52";2012;392;74;318
95;NA;"46";2012;490;92;398
95;NA;"77";2012;1820;274;1546
95;NA;"71";2012;1685;309;1376
95;NA;"65";2012;916;164;752
95;NA;"971";2012;867;255;612
95;NA;"59";2012;3355;538;2817
95;NA;"53";2012;1034;146;888
95;NA;"17";2012;2012;402;1610
95;NA;"11";2012;1154;256;898
95;NA;"41";2012;956;187;769
95;NA;"66";2012;1135;175;960
95;NA;"29";2012;1848;306;1542
95;NA;"83";2012;3038;530;2508
95;NA;"23";2012;571;98;473
95;NA;"18";2012;833;241;592
95;NA;"12";2012;1056;278;778
95;NA;"06";2012;4055;752;3303
95;NA;"36";2012;634;75;559
95;NA;"90";2012;341;40;301
95;NA;"84";2012;1228;184;1044
95;NA;"47";2012;1085;182;903
95;NA;"78";2012;2988;527;2461
95;NA;"72";2012;1686;265;1421
95;NA;"07";2012;955;158;797
95;NA;"972";2012;925;231;694
95;NA;"60";2012;1072;210;862
95;NA;"54";2012;1321;196;1125
95;NA;"48";2012;231;36;195
95;NA;"79";2012;1184;202;982
95;NA;"42";2012;2007;296;1711
95;NA;"67";2012;1462;256;1206
95;NA;"30";2012;1593;325;1268
95;NA;"61";2012;916;160;756
95;NA;"24";2012;1323;241;1082
95;NA;"19";2012;966;191;775
95;NA;"13";2012;4403;712;3691
95;NA;"43";2012;569;90;479
95;NA;"37";2012;1810;232;1578
95;NA;"91";2012;1965;312;1653
95;NA;"85";2012;1343;232;1111
95;NA;"25";2012;888;174;714
95;NA;"2A";2012;391;65;326
95;NA;"73";2012;906;154;752
95;NA;"08";2012;509;76;433
95;NA;"973";2012;98;35;63
95;NA;"92";2012;3603;823;2780
95;NA;"55";2012;417;62;355
95;NA;"49";2012;1931;390;1541
95;NA;"80";2012;1029;162;867
95;NA;"74";2012;1214;199;1015
95;NA;"68";2012;969;176;793
95;NA;"31";2012;2510;467;2043
95;NA;"62";2012;1669;288;1381
95;NA;"56";2012;1410;236;1174
95;NA;"50";2012;1286;237;1049
95;NA;"14";2012;1479;260;1219
95;NA;"44";2012;2365;464;1901
95;NA;"38";2012;2035;352;1683
95;NA;"32";2012;675;170;505
95;NA;"86";2012;1383;242;1141
95;NA;"26";2012;1008;224;784
95;NA;"2B";2012;451;86;365
95;NA;"15";2012;568;114;454
95;NA;"09";2012;492;97;395
95;NA;"974";2012;529;106;423
